name,kal
녹차빅글레이즈드,377.99
녹차생크림케익,99.76
녹차쉬폰,124.16
녹차쉬폰(M),104
녹차카스테라,80
뉴욕치즈케익 도넛,304.85
뉴치킨고로케,345.52
다크아몬드링,89.5
다크초콜릿마카다미아,543.07
단팥 츄잉볼,301.5
단팥빵,150
단호박검은깨식빵,112
달콤옥수수크림샌드,81
달콤한타르트,211.7
담백하고쫄깃한뜯어먹는식빵,282.73
더블 초코칩 크러핀,292.4
더블 초콜릿 아이스드,153
더블생크림,126
더블초콜렛머핀,351
더블치즈베이글,216
더치카카오머핀,540.5
던킨 글레이즈드,94.5
던킨 리얼카페모카,445.49
던킨 보스톤크림,380.65
던킨 스트로베리필드,350.9
던킨 올리브 츄이스티,428.7
던킨 카카오하니딥,460.67
던킨 카카오후로스티드,464.66
던킨 카푸치노 츄이스티,441.25
데코레이션케익(초코)단2호,93.53
데코레이션케익(초코)단7호,170.1
데코레이션케익(화이트)단1호,90.71
데코레이션케익(화이트)단2호,90.24
데코레이션케익(화이트)단3호,97.02
데코레이션케익(화이트)단4호,120.9
데코레이션케익(화이트)단5호,90.24
데코레이션케익(화이트)단7호,108.65
도라야끼,96
두유를 넣은 검은깨 두부,97.5
두유를 넣은 초코두부,102.5
드림 초코홀릭,168
디즈니car,260
딸기듬뿍티라미스,195
딸기롤,161.47
딸기롤(미니),54.6
딸기맛도너츠,106.2
딸기소프트케익,152.75
딸기쉐이크쉬폰,161
딸기요거트쉬폰,170
땅콩빵,167.28
땅콩안에 보이젠베리,240
땅콩크림빵,280
떡스폰지케익,192.4
라즈베리 필드,107.25
러브米식빵,124.6
러브러브초코,250
러블리초코테디,270
러블리핑크테디,260
레드베리스콘,225
로망스초코,230
로망스핑크,260
롤케익,147
롤케익 1호,159.6
롤케익 2호,156.1
롤케익(프레젠용),159.6
루피가만든맛있는케이크,280
루피의 두유크림빵,210
리얼녹차쉬폰,134.4
리틀엔젤초코,230
마늘토스트,375.24
마블링,93
마스카포네티라미스,205
마이 넘버원,230
마이넘버원2,240
마이베이비(블루),230
마이베이비(핑크),230
마이프린세스,280
마카롱모카,260
마카롱쇼콜라,250
말랑말랑샌드위치(소),105.95
말랑말랑샌드위치(통),123.9
맛있으면 바나나,176
망고 쿠키 먼치킨,162
매실생크림,116.2
먹으면 먹을수록 순수담백,84
메이플쉬폰,142.1
메이플스콘,232.5
메이플애플파운드,220.5
메이플파운드,229.4
명가명품 녹차,140
명가명품 벌꿀,140
명가명품 초코,65
명가명품(녹차카스테라),70
명가명품(벌꿀카스테라),70
명가통팥가득만주,175
모카 플라워,125.97
모카2단케이크,260
모카레즌생크림빵,182.16
모카롤,147.4
모카롤케익,154
모카쉬폰,149.1
모카슈생크림,111
모카스폰지,171.5
모카스폰지(소),161
모카스폰지케익,181.3
모카초코칩머핀,182.9
모카치즈케익,138.6
모카크림빵,164.15
모카크림식빵,401.05
모카플라워,125.97
목초란을 넣은 우유듬뿍빵,280
무설탕 식빵,126
미니 호두 크랜베리,244.2
미니도넛 6팩,189
미니딸기샌드,113.75
미니땅콩샌드,120.25
미니롤케익,80
미니만주,143
미니본델리슈,70
미니쉬폰,141
미니약식파운드(프레젠용),151.9
미니치즈케익,112.75
미니치즈파운드(프레젠용),124.83
미니카페케이크,240
미니호두파운드(프레젠용),152.52
미니호두파이,539
미미가좋아하는 초코칩크림빵,190
미스베어,150
미스터베어,135
밀그플러스 우유식빵,133
밀크쇼콜라,210
바나나생크림,95.4
바나나소프트케익,149.5
바나나호두머핀,522.5
바바리안먼치킨,133
바바리안필드,129
바삭바삭페스트리토스트,132.6
바움쿠헨플레인,147
밤빵,119
버터 러스크,264
버터스틱,214.32
버터파인애플빵,144.27
베리메리생크림1호,136.5
베리베리롤케익,154
베리요거트스푼,121.04
베리잼 듬뿍 요거티크림빵,136.5
베이컨 풀어파츠,209.1
베티블루베리쉬폰,140
벨기에밀크쇼콜라,270
벨기에화이트초코3호,250
벨기에화이트초코6호,260
보리카스테라,335
보스톤,122.4
보스톤크림,139.65
본델리슈,70
부드러운 초코 쉬폰,190
부드러운우유식빵,216
부드러운카푸치노,250
부드럽고촉촉한고구마케익,195
부드럽고촉촉한모카케익,187.5
부드럽고촉촉한초코케익,193.5
부드럽고촉촉한치즈케익,198.75
붕붕~꼬마버스타요,250
브라운브레드,446.4
블루마운틴 모카빵,163.52
블루베리 먼치킨,97.5
블루베리 치즈케익 도넛,238.7
블루베리&크림치즈,297
블루베리롤케익,220
블루베리머핀,351
블루베리쉬폰,205
블루베리슬림케익,84.93
블루베리요거트듬뿍,230
블루베리요거트듬뿍파티,210
블루베리요거트케이크,147
블루베리치즈쉬폰,99.82
블루베리치즈슬림,58.75
블루베리치즈케이크,133
블루베리컵케익,81.6
블루베리케익,106.8
블루베리크림치즈 머핀,411.64
블루베리크림치즈케이크,210
블루베리필드,138
블루베리휘낭시에,37.5
블루베리힐머핀,351
비스코티라이트,36
비스코티시나몬,39
빅 검은깨 고구마앙금빵,307.14
빅 아몬드 통팥빵,256.96
뽀로로소풍가는날,260
뽀로로와친구들의음악회,270
뽀로로의 기차여행,280
뽀롱뽀롱 마들렌,25
쁘디롤,180.56
쁘띠녹차롤,142.6
쁘띠딸기롤,145.53
쁘띠러브초코,91.18
쁘띠만주,50
쁘띠모카롤,135.7
쁘띠블루베리쉬폰,205
쁘띠초코롤,142.74
쁘띠치즈케이크,225
쁘띠카스테라,140.7
쁘띠컬렉션,159
사각사각! 애플필드,85
사과 도라야끼,90
사랑받는롤케익,154
사랑에 빠진 하트,182
산딸기롤케익,147
산딸기크림치즈파이,458.58
삼흑식빵,170
상큼!예산사과애플링,306.49
상큼한 블루베리롤,154
새콤달콤베리스푼,153.6
생일을 축하해,260
생크림소보루빵,421.09
생크림슈,90.72
생크림페스티발,132.48
샤뜰레케익,182
샤르르 녹는 고구마케익,204.8
샤르르 녹는 치즈번,160.3
샤르르르 녹는 치즈케익,226.32
샤르망,133.7
샤르망(블루베리),124.6
소보로빵,175.93
소세지빵,130.56
소시지 풀어파츠,243.8
소프트롤,227.64
소프트생크림식빵,129.5
쇼코엘레강,97.5
쇼콜라2단케이크,250
쇼콜라후르츠롤케이크,70
순수우유롤,281.27
순우리쌀케이크,205
슈가레이즈드,231
슈거 코티드,102.9
슈크림빵,180
스위스밀크쇼콜라,270
스위트롤,133.96
스위트후르츠,131.6
스윗월넛파운드,150
스콘,452.93
스타볼,160
스트로베리 쿠키 먼치킨,162
스트로베리&크림치즈,306
스트로베리먼치킨,93.6
스트로베리플라워타트,143
스트로베리필드,141
스틱소보루,208
스틱소보루빵,260
스페셜2호,300
스폰지,168
스폰지케익,188.7
스프링녹차롤,154
시간이만든부드러운토스트56h,122.5
시나몬레이즌베이글,396
시나몬츄러스,248
시나몬프레첼,370.26
시즌롤세트,147
시크릿1,230
시크릿2,210
식이섬유토스트식빵,220.5
쌀로 만든 라이스 크런치,105
쌀로만든 고소한 라이스,107.5
썸머산딸기롤,133
아몬드 트위스터,102.5
아몬드롤케익,168
아몬드초코크런치,122.5
아침보리,126
아침엔소프트모닝플러스,129.5
아침이상쾌한고식이섬유식빵,122.5
앙팡마들렌,144
애프터눈모카,250
애플시나몬머핀,387.22
약식파운드,151.2
어니언베이글,267.38
엄마가 미(米)는 우리쌀식빵,115.5
엄마가 미는 쌀식빵,165
에뚜아르초코,240
엔젤스폰지,220
엔젤케익,161.7
엘핀 단팥빵,360
연유크림 스틱브래드,105
오늘은 마이테디의생일케이크,310
오리지날카스테라,77.5
오리지널 글레이즈드,104
오리지널 크러핀,306
오리지널케익먼치킨,127.4
오메가곡물식빵,126
오후의카페모카,240
옥수수듬뿍옥수수식빵,299.4
옥수수스폰지(대),147
옥수수스폰지케익(소),120
옥수수식빵,122.5
옥수수조리빵,308.68
옥수수카스테라,340
요거트딸기롤,66
요거트롤(블루베리),60
요거트쉬폰,104.31
요거트실키롤(딸기),66
요거트실키롤(블루베리),60
"우리땅에서 난 
우리밀식빵",147
우리밀 갈릭 브레드칩,70.8
우리밀 모카케익 도넛,132
우리밀우리보리식빵,122.5
우리보리모닝롤,335.49
우리콩롤,179.2
우울할땐 달콤한 초코롤,90.75
우유식빵,133
월넛바나나머핀,369
윈터모카롤,154
유산균이들어있는애플요거티,123
일곱가지곡물식빵,211.5
자색고구마롤,172.2
자색고구마카스테라,75
자연그대로,112
"저온숙성 56시간
 부드러운 토스트",122.5
전원속으로 버터이야기,140
전원속으로 옥수수이야기,132.3
전원속으로 우유이야기,123.2
전원속으로 잡곡이야기,126
정통 파운드케익,138
젤리롤,122.5
진한치즈케이크,90.75
쫀득쫀득한 찰깨빵,394.52
쫄깃한 곡물식빵,225
쫄깃한 이탈리안 식빵,294.61
쫄깃한 찰떡브레드,274.64
착한주종 단팥빵,432
찰떡빵,192.64
찰진슈크림빵,242.25
찰토스트,127.4
체리생크림,84.27
체리파크 1호,114.8
초코 앤 화이트 케이크,185
초코&화이트커플,133
초코&화이트케이크,129.5
초코롤,146.94
초코롤(미니),57.33
초코롤케익,154
초코만주,168.3
초코머핀,272
초코미니쉬폰,135
초코베어,45
초코본델리슈,65
초코소라,160
초코소라빵,80
초코소프트케익,159.25
초코쉬폰,154
초코스콘,228.75
초코스틱,40.5
초코올드훼션드,148.5
초코와블루베리의듀얼스토리,84
초코체리휘낭시에,110
초코츄이스티,171.5
초코칩머핀,247.2
초코칩머핀 <특판용>,120.96
초코칩스콘,202.5
초코칩쏙쏙 화이트브레드,195
초코칩피칸쿠키,462.89
초코컵케익,86.4
초코휘낭시에,37.5
초콜릿 아이스드 커스터드 필드,212.8
초콜릿머핀,210
초콜릿케익(화이트)1호,122.1
초콜릿케익(화이트)3호,147.56
초콜릿케익(화이트)5호,151.28
초콜릿케익(화이트)단1호,128.18
초콜릿케익(화이트)단2호,131.57
초콜릿케익(화이트)단4호,112.86
초콜릿케익(화이트)미니,109.14
촉촉한 고구마케익,236
촉촉한 옥수수크럼블,93
촉촉한 치즈케익,236
촉촉한 치즈케익(우유),236
촉촉한초코케익,151.9
촉촉한치즈머핀,122.64
촉촉한케익,142.6
쵸코가나쉬,100
쵸코블러섬,114.95
쵸코크림브레드,370.5
쵸콜릿케이크(쵸코)2호,116.6
쵸콜릿케이크(쵸코)미니,102
추억의 단팥빵,193.6
치즈 풀어파츠,121
치즈가부드러운시간,347.68
치즈머핀,225
치즈베이글,117
치즈소시지베이글,126.75
치즈앤치즈머핀,369
치즈앤치즈붓세,76.5
치즈야채롤,364.38
치즈츄이스티,112.5
치즈카스테라,224
치즈파운드 1줄,124.83
치즈할리피뇨베이글,338.8
카라멜도라야끼,96
카라멜모카쉬폰,161
카라멜시나몬브레드,325.68
카스타드 크림빵,131.04
카스테라(미니),159.12
카카오 후로스티드,117.6
카카오하니딥,127.2
카카오하니딥먼치킨,127.4
카페 헤이즐넛,247.9
카페마카롱케이크,260
카페모카,117.7
카페모카롤,445.29
카페모카롤케익,126
카푸치노붓세,160
카푸치노츄이스티,112.5
카프치노붓세,72
커피번,448.32
코르네파이,260
콩범벅페스트리,208.17
콩크림치즈,283.65
쿠키앤치즈,75.2
쿠키앤치즈케이크,165
크라운초코,92.59
크랜베리 휘낭시에,120
크랜베리소보루패스츄리,423.34
크랜베리스콘,210
크랜베리월넛쿠키,495.09
크랜베리필드,107.25
크렌베리 브레드,265.83
크렌베리피칸,296.37
크로와상,120.4
크로크무슈,350.41
크림치즈머핀,191.75
크림치즈파운드,209.45
크림치즈호두빵,373.49
클래식모카,147
키스미쇼콜라,196
키즈 미니도넛 세트,183
키즈스토리케이크,240
키즈초코레이싱,90.24
통단팥품은계란빵,376.72
통밀자연그대로,122.5
통큰팥빵,150.15
특판케익(고구마맛),151.2
특판케익(고구마맛2단),149.8
특판케익(초코),137.2
특판케익(초코2단),135.8
티라미수 소프트링,142.6
티라미수 스퀘어 케잌,184.6
티라미스 케익,68.62
파리)녹차롤케익,133
파리)롤케익,147
파리)명가명품 녹차,70
파리)명가명품 벌꿀,70
파리)명가명품 초코,65
파리)모카스폰지,230
파리)잉글리쉬파운드케익,138
파리)호두파운드케익,150
파우더 스트로베리 필드,173.95
파운드,204.4
파인애플듬뿍패스츄리,233.59
파티파티치즈케이크,210
팥만주,240
펌킨 크림치즈 스퀘어,129
페스트리토스트,132.6
포레도？무,260
포쉬케익,64
포켓샌드 딸기요거티,212
포켓샌드 땅콩,192.5
포켓샌드 블루베리,172.2
폭신폭신우유빵,273.93
푸를녹(綠)차쉬폰,140
푸를녹차쉬폰,200
프렌치 브리오쉬식빵,74.4
프렌치 초코앤치즈,225
프렌치브리오쉬식빵,366.49
프룬파운드,222
프리미엄녹차카스테라,80
프리미엄생크림 2호,122.5
프리미엄생크림케익(3호),114.8
프리미엄에클레어,221.6
프리미엄초콜릿케익,142.1
프리미엄카스테라,77.5
플래인머핀,248.8
플래인베이글,286.85
플레인베이글,384
플레인와플,443.94
피넛 크런치,137.5
피칸파이,158.9
핑크러브생크림미니,121.8
한겹한겹촉촉한 밀크브레드,372.67
한입샌드(땅콩내용물),275
한입샌드(블루베리),205
한입쏙밤만주,81
한입에두번반한단팥크림빵,140
핫치킨 풀어파츠,188.6
해피먼치킨컵(10개)최대치,258.75
해피먼치킨컵(10개)최소치,95
해피먼치킨컵(30개)최대치,258.75
해피먼치킨컵(30개)최소치,95
핸드메이드고구마2호,149.8
핸드메이드고구마3호,149.8
핸드메이드고구마4호,149.8
핸드메이드딸기2호,152.6
핸드메이드딸기3호,152.6
핸드메이드딸기4호,152.6
핸드메이드초코2호,162.4
핸드메이드초코3호,162.4
핸드메이드초코4호,162.4
핸드메이드화이트2단,149.1
핸드메이드화이트2호,147.7
핸드메이드화이트3호,147.7
핸드메이드화이트4호,147.7
햄야채 모닝롤,353.87
행복을 나누고 싶은 블루베리롤,90.75
허니본델리슈,70
허니치즈브레드,331
허니후리터,217
헬로키티헬로모닝,122.5
호두 파이,280
호두를 더한 호밀식빵,119
호두미니타르트,150
호두바나나머핀,400.43
호두아몬드커플,270
호두아몬드파티,270
호두케익,137.37
호두파운드케익,138
호두파이,169
호두파이2호,168.3
호밀블루베리브레드,261.03
호밀식빵,119
호박떡스폰지케익,192.4
호박머핀,375
호박쌀카스테라,350
호박파운드,130.2
홈메이드호두케이크,235
홍차만주,250
홍차휘낭시에,38.25
화이트2단,250
후레쉬슈,378.62
후레쉬식빵,119
후르츠롤케이크,112
휭거마드레느,38.08
(X-MAS)네잎클로버(MM+BC+CJ+CM)(비알코리아),240
(X-MAS)더블 초콜릿 블러섬(ABB+CM)(비알코리아),250
(X-MAS)버블디노(CHO+VBS+ABB)(비알코리아),240
(X-MAS)블루베리 요거트(BCC+YO)(비알코리아),210
(X-MAS)어드벤쳐(SS)(비알코리아),250
(X-MAS)와츄원 NO.4(YO+ABB+TCC+VBS)(비알코리아),210
(X-MAS)와츄원 NO.6(PIB+ABB+SS+CJ+MCC+BCC)(비알코리아),230
(X-MAS)와츄원NO.8(PIB+ABB+CHC+GT+CJ+MCC+SS+BCC)(비알코리아),230
(X-MAS)인크레더블 가든(ABB+CJ)(비알코리아),240
(X-MAS)큐브 샤롯뜨(ABB+VBS)(비알코리아),220
31요거트,226.55
5가지큐브샤롯뜨,290.95
고스트 월드(비알코리아),260
그린티,278.3
그린티 티라미스,311.65
그린티러버,331.2
내친구 배스키(PIB+BC)(비알코리아),270
네잎클로버,331.2
녹차아이스크림,153.48
뉴욕 치즈 케이크,325.45
다크초코나이트,370.3
더블쿠키샌드(체리쥬빌레 & 초코후레이크)(동그린),230.14
더블쿠키샌드(초콜릿무스 & 화이트초콜릿)(동그린),259.74
더블쿠키샌드-초코쿠키,192.4
더블쿠키샌드-플레인쿠키,170.2
듀얼 와츄원 NO.9,339.25
디노 젤리(비알코리아),210
딸기 선데이 아이스크림,416.64
딸기아이스크림,142.97
땅콩 로켓(비알코리아),230
러브미,290.95
러블리 큐브(PIB+SS+BCC+ABB+CJ+CHC)(비알코리아),230
러블리큐브(2013),290.95
레인보우 와플콘,265.29
레인보우샤베트,185.15
로맨틱시즘NO6,290.95
롤 바닐라(동그린),90.09
롤 초콜릿(동그린),99.99
마녀의 칵테일 파티(비알코리아),200
마법사의 할로윈,304.75
마이레몬트리,165.17
망고탱고,210.95
몽키바나나 아이스캔디?,58.5
무비 씨어터 팝콘,333.5
민트초콜릿칩,229.1
민트향 초콜릿 칩(비알코리아),230
민트향초콜릿칩,304.75
바나나 몬스터(비알코리아),260
바닐라,278.3
바닐라 선데이 아이스크림,270.2
바닐라(,177.93
바닐라스카이,158.95
바람과함께사라지다,304.75
베리 로맨틱 홀리데이(ABB+VBS)(비알코리아),250
베리베리스트로베리,251.85
별이빛나는밤에,264.5
블루베리요거트,278.3
비스킷슈-체리,45
비스킷슈-초콜릿,49.5
쁘띠 봉봉 프랜드(ABB+CHO)(비알코리아),260
사랑에 빠진딸기,316.25
새콤오렌지베리,264.5
선데이아이스크림(복숭아),407.55
선데이아이스크림(스트로베리),410.85
선물 가득 산타(ABB+CJ)(비알코리아),260
순수(秀) 우유 아이스크림,299
숲속의 루돌프(GT+VAN)(비알코리아),220
슈 그린티(동그린),69.9
슈 초콜릿(동그린),69.9
슈팅스타,304.75
슈팅스타어드벤처,331.2
스노우 치즈 초콜릿,317.4
스노우모찌 그린티러버(동그린),189
스노우모찌 스프링 스트로베리(동그린),179.9
스노우모찌-그린티,140
스노우모찌-스트로베리,133
스위트 마리아주(비알코리아),210
아몬드봉봉,331.2
아이스 도라야끼,188.1
아이스크림롤-바닐라,29.7
아이스크림롤-초콜릿,33
아주특별한파티케이크,317.4
애플 민트(비알코리아),120
엄마는 외계인 2(비알코리아),240
엄마는외계인,317.4
올라! 샹그리아(비알코리아),110
와츄원NO4,278.3
와츄원NO6,290.95
와츄원NO8,290.95
요거트,158.46
월넛,317.4
유자 요거트(비알코리아),150
이상한 나라의 솜사탕,343.85
이상한나라의솜사탕,245
인크레더블가든,343.85
자모카 봉봉,325.45
자모카 아몬드 훠지(비알코리아),240
자모카아몬드훠지,317.4
젤라또슈(딸기요거트),23.1
체리 쥬빌레(비알코리아),210
체리(칠리에지아),137.31
체리쥬빌레,278.3
초코,181.26
초코 라떼 크런치(비알코리아),282
초코 선데이 아이스크림,487.2
초코 홀릭(비알코리아),260
초콜릿,290.95
초콜릿 칩,304.75
카라멜 선데이 아이스크림,564.63
카라멜 초코 크런치(비알코리아),250
카라멜 프랄린 치즈케이크(비알코리아),248
카라멜프랄린치즈케이크,327.75
카바나베리바나나,152.59
쿠키 부키(비알코리아),270
쿠키 앤 크림(비알코리아),260
쿠키샌드 바닐라,123.5
쿠키샌드 바닐라(동그린),189.8
쿠키샌드 초콜릿무스(동그린),219.7
쿠키샌드초콜릿무스,143
쿠키앤 민트향,264.5
티아미슈,156.2
파핑트로피카(비알코리아),150
피스타치오향아몬드,331.2
핑크 미니,296.7
해피 초코 지브라(PIB+CF+CM)(비알코리아),250
해피 큐브(PIB+SS+BCC+ABB+CJ+CHC+GT+NCC+MCC)(비알코리아),230
해피큐브(2013),290.95
헤이즐넛 젤라또,104
호두까기 인형(비알코리아),220
홀리 원터 나이트(BCC+CJ)(비알코리아),240
흰눈사이 진저맨(VBS+VAN)(비알코리아),230
고추만두,138.87
떡볶이(밀),158.81
떡볶이(쌀),181.98
만두야끼만두,178.8
모듬만두,162.64
불고기군만두,219.78
비빔만두,206.81
새우만두,143.36
스페셜떡볶이,193.08
치즈떡볶이,188.8
치즈만두,190.39
카레만두,143.38
튀김만두,285.45
해물만두,154.51
해물부추만두,138.83
게랑드 버터 카라멜,17.4
고소한 검정깨 스틱,72
고소한 두부 스낵,23.25
다크초코칩 쿠키,63
땅콩전병,40.2
라메종드 아모린카라멜,8.4
라이스쿠키,46.8
라임 빙과류,124
라즈베리 빙과류,125
레몬 소르베,130
몽펠리에 스틱쿠키,74.8
미니 쌀 약과,43.5
버터팝콘,36
베리믹스 소르베,129
벨지엄 쿠키세트,129
보라색 감자칩,570
보아씨에 헤븐리펄캔디,7.5
소피아토 웨이퍼 롤스,28.8
스트로베리 베로나,44.8
아몬드 크로칸트 쿠키,60.3
애플민트,159.96
에스쁠레뜨 고추감자칩,570
오렌지쿠키,61.25
오이쉬 와푸 롤드 위드 크리미 체다 치즈,9.38
오트밀쿠키,57.75
유기농 감자칩,891.25
자몽 소르베,137
초코쿠키,52.5
치즈샤브레쿠키,48
카라멜팝콘,34.8
칸투치,40.32
클래식쿠키,37.8
파인애플샤벳,127
플라이 딸기 & 요거트,35.7
플라이 살구 & 요거트,36.6
플라이 체리 & 요거트,35.4
피치 소르베,118
후르티아 오젤리-망고,82.5
후르티아 오젤리-석류&알로에,93.5
후르티아 오젤리-오렌지,66
후르티아 오젤리-황도,77
나츄나츄 허니과즙 (복숭아+망고),260
나츄나츄 허니과즙 (파인애플+오렌지),250
던킨오렌지,170
던킨포도,210
벨지안 씨쉘(대),136.5
벨지안 씨쉘(미니),136.5
벨지안 씨쉘(소),136.5
봉봉오쇼콜라(대),41.85
수퍼데일리JUS라즈베리,266.2
수퍼데일리JUS블루베리,266.2
아침&딸기우유,270
아침&바나나우유,290
아침&초코우유,260
아침&커피우유,250
제주 수제요거트,112.45
치키 피치티,90
팝핀 케이 유기농 망고 패션후르츠,232.5
닭다리백숙,976